s	label	match	strunz	notes	elements	crystal	url	ima
gcmin:nasinite	Nasinite	<https://www.mindat.org/1:1:2842:0>	06.EC.05	Cipriani C, Vannuccini P (1961) Hoeferite e nasinite: due nuovi borati fra i prodotti di Larderello. Parte I, Atti della Accademia Nazionale dei Lincei. Rendiconti della Classe di Scienze Fisiche, Matematiche e Naturali 30, 74-83 Fleischer M (1963) New mineral names, American Mineralogist 48, 708-712	Na | B | O | H	orthorhombic	http://www.mindat.org/min-2842.html	
gcmin:nasledovite	Nasledovite	<https://www.mindat.org/1:1:2843:7>	05.DB.05	Enikeev M R (1958) A new mineral, nasledovite, from the Altyn-Topkansk ore field. Doklady Akademii Nauk Uzbekistan SSR 5, 13-16	Pb | Mn | Al | O | S | C | H		http://www.mindat.org/min-2843.html	
gcmin:nasonite	Nasonite	<https://www.mindat.org/1:1:2844:4>	09.BE.77	Penfield S L, Warren C H (1899) Some new minerals from the zinc mines at Franklin, N.J., and note concerning the chemical composition of ganomalite, American Journal of Science 8, 339-353	Ca | Pb | Si | O | Cl	hexagonal	http://www.mindat.org/min-2844.html	
gcmin:nastrophite	Nastrophite	<https://www.mindat.org/1:1:2845:1>	08.CJ.15	Khomyakov A P, Kazakova M E, Popova G N, Malinovskii Y A (1981) New mineral nastrophite Na(Sr,Ba)PO4·9H2O, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 110, issue 5, 604-607 Fleischer M, Chao G Y, Mandarino J A (1982) New mineral names, American Mineralogist 67, 854-860	Na | Sr | P | O | H	cubic	http://www.mindat.org/min-2845.html	IMA1980-051
gcmin:nataliyamalikite	Nataliyamalikite	<https://www.mindat.org/1:1:47920:6>	03.AA.25	Okrugin, V., Favero, M., Liu, A., Etschmann, B., Plutahina, C.Y., Moskaleva, S. V., Chubarov, M.V., Lukasheva, M.V., Kozlov, V.V., Mills, S.J. and Brugger, J. (2016) Nataliyamalikite, IMA 2016-022. CNMNC Newsletter No. 32, August 2016, page 918; Mineralogical Magazine, 80, 915–922	Tl | I	orthorhombic	https://www.mindat.org/min-47920.html	IMA2016-022
gcmin:natalyite	Natalyite	<https://www.mindat.org/1:1:2846:8>	09.DA.25	Reznitskii L Z, Skliarov E V, Ushchapovskaia Z F (1985) Natalyite Na(V,Cr)Si2O6—a new chromium-vanadium pyroxene from Slyudianka, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 114, issue 5, 630-635 Hawthorne F C, Bladh K W, Burke E A J, Grew E S, Langley R H, Puciewicz J, Roberts A C, Schedler R A, Vanko D A (1987) New mineral names, American Mineralogist 72, 222-230	Na | V | Si | O	monoclinic	http://www.mindat.org/min-2846.html	IMA1984-053
gcmin:natanite	Natanite	<https://www.mindat.org/1:1:2847:5>	04.FC.10	Marshukova N K, Palovskii A B, Sidorenko G A, Chistyakova N I (1981) Vismirnovite, ZnSn(OH)6, and natanite, FeSn(OH)6, new tin minerals, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 110, issue 4, 492-500 Fleischer M, Cabri L J, Chao G Y, Mandarino J A, Pabst A (1982) New mineral names, American Mineralogist 67, 1074-1082	Fe | Sn | O | H	cubic	http://www.mindat.org/min-2847.html	IMA1980-028
gcmin:natisite	Natisite	<https://www.mindat.org/1:1:2848:2>	09.AG.40a	Men´shikov Y P, Pakhomovskii Y A, Goiko E A, Bussen I V, Mer´kov A N (1975) A natural tetragonal titanosilicate of sodium, natisite, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 104, issue 3, 314-317 Fleischer M, Chao G Y, Mandarino J A (1976) New mineral names, American Mineralogist 61, 338-341	Na | Ti | O | Si	tetragonal	http://www.mindat.org/min-2848.html	IMA1974-035
gcmin:natrite	Natrite	<https://www.mindat.org/1:1:2849:9>	05.AA.10	Khomyakov A P (1982) Natrite, Na2CO3, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 111, issue 2, 220-225 Fleischer M, Pabst A (1983) New mineral names, American Mineralogist 68, 280-283	Na | C | O	monoclinic	http://www.mindat.org/min-2849.html	IMA1981-005
gcmin:natroalunite	Natroalunite	<https://www.mindat.org/1:1:2850:5>	07.BC.10	Hillebrand W F, Penfield S L (1902) Some additions to the alunite-jarosite group of minerals, American Journal of Science 164, 211-220 Redefined: Bayliss P, Kolitsch U, Nickel E H, Pring A (2010) Alunite supergroup: recommended nomenclature, Mineralogical Magazine 74, 919-927	Na | Al | S | O | H	hexagonal	http://www.mindat.org/min-2850.html	
gcmin:natroboltwoodite	Natroboltwoodite	<https://www.mindat.org/1:1:3692:0>	09.AK.15	Chernikov A A, Shaskin D P, Gavrilova I N (1975) Sodium boltwoodite, Doklady Akademii Nauk SSSR 221, 195-197 Fleischer M, Pabst A, Cabri L J (1976) New mineral names, American Mineralogist 61, 1053-1056 Name changed from sodium boltwoodite: Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135	Na | U | O | Si | H	orthorhombic	http://www.mindat.org/min-3692.html	
gcmin:natrochalcite	Natrochalcite	<https://www.mindat.org/1:1:2853:6>	07.DF.15	Palache C, Warren C H (1908) Kröhnkite, natrochalcite (a new mineral), and other sulphates from Chile, American Journal of Science 176, 342-348	Na | Cu | S | O | H	monoclinic	http://www.mindat.org/min-2853.html	
gcmin:natrodufrenite	Natrodufrénite	<https://www.mindat.org/1:1:2854:3>	08.DK.15	Fontan F, Pillard F, Permingeat F (1982) La natrodufrénite (Na, ) (Fe+++, Fe++) (Fe+++, Al)5 (PO4)4(OH)6_2H2O, une nouvelle espèce minérale du groupe de la dufrénite, Bulletin de Minéralogie 105, 321-326 Dunn P J, Grice J D, Fleischer M, Pabst A (1983) New mineral names, American Mineralogist 68, 1038-1041	Na | Fe | P | O | H	monoclinic	http://www.mindat.org/min-2854.html	IMA1981-033
gcmin:natroglaucocerinite	Natroglaucocerinite	<https://www.mindat.org/1:1:10812:2>	07.DD.35	Witzke T, Pöllmann H, Vogel A (1995) Struktur und synthese von [Zn_8-x_Al_x_(OH)_16_(SO_4_)_x/2+y/2_Na_y_(H_2_O)_6_], Zeitschrift für Kristallographie 9 supplementary, 252-252	Zn | Al | O | H | S | Na	hexagonal	http://www.mindat.org/min-10812.html	IMA1995-025
gcmin:natrojarosite	Natrojarosite	<https://www.mindat.org/1:1:2856:7>	07.BC.10	Hillebrand W F, Penfield S L (1902) Some additions to the alunite-jarosite group of minerals, American Journal of Science 164, 211-220	Na | Fe | S | O | H	hexagonal	http://www.mindat.org/min-2856.html	
gcmin:natrolemoynite	Natrolemoynite	<https://www.mindat.org/1:1:11005:7>	09.DP.35	McDonald A M, Chao G Y (2001) Natrolemoynite, a new hydrated sodium zirconosilicate from Mont Saint-Hilaire, Quebec: Description and structure determination, The Canadian Mineralogist 39, 1295-1306	Na | Zr | Si | O | H	monoclinic	http://www.mindat.org/min-11005.html	IMA1996-063
gcmin:natrolite	Natrolite	<https://www.mindat.org/1:1:2947:2>	09.GA.05	Klaproth M H (1803) Chemische untersuchung des natroliths, Naturforschender Freunde zu Berlin, Neue Schriften 4, 243-248	Na | Si | Al | O | H	orthorhombic, monoclinic	http://www.mindat.org/min-2947.html	
<https://w3id.org/geochem/1.0/mingroup/29157>	Natrolite Subgroup	<https://www.mindat.org/1:1:29157:4>					https://mindat.org/min-29157.html	
gcmin:natron	Natron	<https://www.mindat.org/1:1:2858:1>	05.CB.10	Mining of the mineral goes back to Egyptian times, and the mineral name predates a formal description. For instance, the name appears in the medical literature: Wallerius J G (1741) Sal natron, in Decades Binae Thesium Medicarum, J A Darellius (Upsaliæ) 29-31 The mineral is described: Wallerius J G (1750) I. Mit Erdevermischtes alkalisches Salz. Species 189. Alkali orientale impurum terrestre. Natron. Nitrum veterum, in Mineralogie,oder Mineralreich, Nicolai (Berlin) 228-228	Na | C | O | H	monoclinic	http://www.mindat.org/min-2858.html	
gcmin:natronambulite	Natronambulite	<https://www.mindat.org/1:1:2859:8>	09.DK.05	Matsubara S, Kato A, Tiba T (1985) Natronambulite, (Na,Li)(Mn,Ca)_4_Si_5_O_14_OH, a new mineral from the Tanohata mine, Iwate Prefecture, Japan, Mineralogical Journal 12, 332-340	Na | Mn | Si | O | H	triclinic	http://www.mindat.org/min-2859.html	IMA1981-034
gcmin:natroniobite	Natroniobite	<https://www.mindat.org/1:1:2860:4>	04.CC.30	Bulakh A G, Kukharenko A A, Knipovich Y N, Kondrat'eva V V, Baklanov K A, Baranova E N (1960) Some new minerals in carbonatites of the Kola Peninsula, Ministry of Geology and Mineral Protection of the USSR All-Union Research Geological Institute (Total), Proceedings of the annual session of the Academic Council on the results of work in 1959 1960, 114-116	Na | Nb | O	monoclinic	http://www.mindat.org/min-2860.html	
gcmin:natropharmacoalumite	Natropharmacoalumite	<https://www.mindat.org/1:1:40144:5>	08.DK.12	Rumsey M S, Mills S J, Spratt J (2010) Natropharmacoalumite, NaAl4[(OH)4(AsO4)3]·4H2O, a new mineral of the pharmacosiderite supergroup and the renaming of aluminopharmacosiderite to pharmacoalumite, Mineralogical Magazine 74, 929-936 Piilonen P C, Rowe R, Poirier G, Tait K T (2011) New mineral names, American Mineralogist 96, 1654-1661	Na | Al | As | O | H	cubic	http://www.mindat.org/min-40144.html	IMA2010-009
gcmin:natropharmacosiderite	Natropharmacosiderite	<https://www.mindat.org/1:1:3695:1>	08.DK.10	Peacor D R, Dunn P J (1985) Sodium-pharmacosiderite a new analog of pharmacosiderite from Australia and new occurrences of barium-pharmacosiderite, The Mineralogical Record 16, 121-124 Dunn P J, Chao G Y, Fitzpatrick J J, Langley R H, Fleischer M, Zilczer J A (1986) New mineral names, American Mineralogist 71, 227-232 Name changed from sodium-pharmacosiderite: Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135	Na | Fe | As | O | H	cubic	http://www.mindat.org/min-3695.html	IMA1983-025
gcmin:natrophilite	Natrophilite	<https://www.mindat.org/1:1:2861:1>	08.AB.10	Brush G J, Dana E S, Wells H L (1890) On the mineral locality at Branchville, Connecticut: Fifth paper, American Journal of Science 134, 201-216	Na | Mn | P | O	orthorhombic	http://www.mindat.org/min-2861.html	
gcmin:natrophosphate	Natrophosphate	<https://www.mindat.org/1:1:2862:8>	08.DN.05	Kapustin Y L, Bykova A V, Bukin V I (1972) Natrophosphate, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 101, issue 1, 80-86 Fleischer M (1973) New mineral names, American Mineralogist 58, 139-141	Na | P | O | F | H	cubic	http://www.mindat.org/min-2862.html	IMA1971-041
gcmin:natrosilite	Natrosilite	<https://www.mindat.org/1:1:2863:5>	09.EE.40	Timoshenkov I M, Men´shikov Y P, Gannibal L F, Bussen I V (1975) A natural sodium silicate, natrosilite, from the Lovozero massif, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 104, issue 3, 317-321 Fleischer M, Chao G Y, Mandarino J A (1976) New mineral names, American Mineralogist 61, 338-341	Na | Si | O	monoclinic	http://www.mindat.org/min-2863.html	IMA1974-043
gcmin:natrotantite	Natrotantite	<https://www.mindat.org/1:1:2864:2>	04.DJ.05	Voloshin A V, Men'shikov Y P, Pakhomovskii Y A (1981) Alumotantite and natrotantite, new tantalum minerals in granitic pegmatites, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 110, issue 3, 338-345 Fleischer M, Burns R G, Cabri L J, Francis C A, Pabst A (1982) New mineral names, American Mineralogist 67, 413-418	Na | Ta | O	hexagonal	http://www.mindat.org/min-2864.html	IMA1980-026
<https://w3id.org/geochem/1.0/mingroup/34972>	Natrotantite Group	<https://www.mindat.org/1:1:34972:9>					https://mindat.org/min-34972.html	
gcmin:natrotitanite	Natrotitanite	<https://www.mindat.org/1:1:42452:5>	09.AG.15	Stepanov A V, Bekenova G K, Levin V L, Hawthorne F C (2012) Natrotitanite, ideally (Na0.5Y0.5)Ti(SiO4)O, a new mineral from the Verkhnee Espe deposit, Akjailyautas mountains, Eastern Kazakhstan district, Kazakhstan: description and crystal structure, Mineralogical Magazine 76, 37-44	Na | Y | Ti | Si | O	monoclinic	http://www.mindat.org/min-42452.html	IMA2011-033
gcmin:natrouranospinite	Natrouranospinite	<https://www.mindat.org/1:1:3693:7>	08.EB.15	Kopchenova E V, Skvortsova K V (1957) Sodium Uranospinite, Doklady Akademii Nauk SSSR 114, 634-636 Name changed from sodium-uranospinite: Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135	Na | U | O | As | H	tetragonal	http://www.mindat.org/min-3693.html	
gcmin:natroxalate	Natroxalate	<https://www.mindat.org/1:1:7187:7>	10.AB.60	Khomyakov A P (1996) Natroxalate Na2C2O4 – a new mineral, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 125, issue 1, 126-132 Jambor J L, Pertsev N N, Roberts A C (1997) New mineral names, American Mineralogist 82, 430-433	Na | C | O		http://www.mindat.org/min-7187.html	IMA1994-053
gcmin:natrozippeite	Natrozippeite	<https://www.mindat.org/1:1:3694:4>	07.EC.05	Frondel C, Ito J, Honea R M, Weeks A M (1976) Mineralogy of the zippeite group, The Canadian Mineralogist 14, 429-436 Name changed from sodium-zippeite: Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135	Na | U | O | S | H	monoclinic	http://www.mindat.org/min-3694.html	IMA1971-004
gcmin:naujakasite	Naujakasite	<https://www.mindat.org/1:1:2865:9>	09.EG.10	Bøggild O B (1933) Igalikite and naujakasite, two new minerals from South Greenland, Meddelelser om Grønland 92, 1-12 Foshag W F (1935) New mineral names, American Mineralogist 20, 137-138	Na | Fe | Al | Si | O	monoclinic	http://www.mindat.org/min-2865.html	
gcmin:naumannite	Naumannite	<https://www.mindat.org/1:1:2866:6>	02.BA.55	Haidinger W (1845) Zweite Klasse: Geogenide. XIV. Ordnung. Glanze. III. Silberglanz. Naumannit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 563-570	Ag | Se	orthorhombic, unknown	http://www.mindat.org/min-2866.html	
gcmin:navajoite	Navajoite	<https://www.mindat.org/1:1:2867:3>	04.HG.30	Weeks A D, Thompson M E, Sherwood A M (1954) Navajoite, a new vanadium oxide from Arizona, Science 119, 326-326	V | Fe | O | H	monoclinic	http://www.mindat.org/min-2867.html	
gcmin:nazarchukite	Nazarchukite	<https://www.mindat.org/1:1:56035:9>	08.AC				https://www.mindat.org/min-56035.html	
gcmin:nazarovite	Nazarovite	<https://www.mindat.org/1:1:53677:8>	01.BD.35				https://www.mindat.org/min-53677.html	
gcmin:nchwaningite	Nchwaningite	<https://www.mindat.org/1:1:2868:0>	09.DB.30	Nyfeler D, Armbruster T, Dixon R, Bermanec V (1995) Nchwaningite, Mn^2+^_2_SiO_3_(OH)_2_·H_2_O, a new pyroxene-related chain silicate from the N'chwaning mine, Kalahari manganese field, South Africa, American Mineralogist 80, 377-386	Mn | Si | O | H	orthorhombic	http://www.mindat.org/min-2868.html	IMA1994-002
gcmin:nealite	Nealite	<https://www.mindat.org/1:1:2869:7>	04.JD.05	Dunn P J, Rouse R C (1980) Nealite a new mineral from Laurion, Greece, The Mineralogical Record 11, 299-301 Chemical formula redefined: Giuseppetti G, Mazzi F, Tadini C (1993) The crystal structure of nealite: Pb_4_Fe(AsO_3_)_2_Cl_4_·2H_2_O, Neues Jahrbuch für Mineralogie, Monatshefte 1993, 278-288	Pb | Fe | As | O | Cl | H	triclinic	http://www.mindat.org/min-2869.html	IMA1979-050
gcmin:nechelyustovite	Nechelyustovite	<https://www.mindat.org/1:1:29548:2>	09.BE.55	Nèmeth P, Khomyakov A P, Ferraris G, Menshikov Y P (2009) Nechelyustovite, a new heterophyllosilicate mineral, and new data on bykovaite: a comparative TEM study, European Journal of Mineralogy 21, 251-260	Na | Ba | Ti | Nb | Si | O | H	triclinic	http://www.mindat.org/min-29548.html	IMA2006-021
gcmin:nefedovite	Nefedovite	<https://www.mindat.org/1:1:2870:3>	08.BO.30	Khomyakov A P, Nechelyustov G N, Dorokhova G I (1983) Nefedovite, Na5Ca4(PO4)4F, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 112, issue 4, 479-483 Dunn P J, Fleischer M, Francis C A, Langley R H, Kissin S A, Shigley J E, Vanko D A, Zilczer J A (1984) New mineral names, American Mineralogist 69, 810-815	Na | Ca | P | O | F	tetragonal	http://www.mindat.org/min-2870.html	IMA1982-048
gcmin:negevite	Negevite	<https://www.mindat.org/1:1:46041:1>	01.BD	Britvin, S.N., Murashko, M.N., Vapnik, Ye., Polekhovsky, Y.S. and Krivovichev, S.V. (2014) Negevite, IMA2013-104. CNMNC Newsletter No. 19, February 2014, page 166; Mineralogical Magazine, 78, 165-170	Ni | P	cubic	https://www.mindat.org/min-46041.html	IMA2013-104
gcmin:neighborite	Neighborite	<https://www.mindat.org/1:1:2871:0>	03.AA.35	Chao E C T, Evans H T, Skinner B J, Milton C (1961) Neighborite, NaMgF_3_, a new mineral from the Green River formation, South Ouray, Utah, American Mineralogist 46, 379-393	Na | Mg | F	orthorhombic, cubic, tetragonal	http://www.mindat.org/min-2871.html	
<https://w3id.org/geochem/1.0/mingroup/50239>	Neighborite Subgroup	<https://www.mindat.org/1:1:50239:1>					https://mindat.org/min-50239.html	
gcmin:nekoite	Nekoite	<https://www.mindat.org/1:1:2872:7>	09.EA.45	Gard J A, Taylor H F W (1956) Okenite and nekoite (a new mineral), Mineralogical Magazine 31, 5-20 Fleischer M (1956) New mineral names, American Mineralogist 41, 958-960	Ca | Si | O | H	triclinic	http://www.mindat.org/min-2872.html	
gcmin:nekrasovite	Nekrasovite	<https://www.mindat.org/1:1:2873:4>	02.CB.30	Kovalenker V A, Evstigneeva T L, Malov V S, Trubkin N V, Gorshkov A I, Geinke V R (1984) Nekrasovite Cu_26_V_2_Sn_6_S_32_ - a new mineral of the colusite group, Mineralogiceskij Zhurnal 6, 88-97	Cu | V | Sn | S	cubic	http://www.mindat.org/min-2873.html	IMA1983-051
gcmin:nelenite	Nelenite	<https://www.mindat.org/1:1:2874:1>	09.EE.15	Dunn P J, Peacor D R (1984) Nelenite, a manganese arsenosilicate of the friedelite group, polymorphous with schallerite, from Franklin, New Jersey, Mineralogical Magazine 48, 271-275	Mn | As | Si | O | H	monoclinic, hexagonal	http://www.mindat.org/min-2874.html	IMA1982-011
gcmin:neltnerite	Neltnerite	<https://www.mindat.org/1:1:2875:8>	09.AG.05	Baudracco-Gritti C, Caye R, Permingeat F, Protas J (1982) La neltnérite CaMn_6_SiO_12_, une nouvelle espèce minérale du groupe de la braunite, Bulletin de Minéralogie 105, 161-165	Ca | Mn | O | Si	tetragonal	http://www.mindat.org/min-2875.html	IMA1979-059
gcmin:nenadkevichite	Nenadkevichite	<https://www.mindat.org/1:1:2877:2>	09.CE.30a	Kuz'menko M V, Kazakova M E (1955) Nenadkevichite, a new mineral, Doklady Akademii Nauk SSSR 100, 1159-1160	Na | Nb | Si | O | H	monoclinic, orthorhombic	http://www.mindat.org/min-2877.html	
<https://w3id.org/geochem/1.0/mingroup/35950>	Nenadkevichite Group	<https://www.mindat.org/1:1:35950:4>					https://mindat.org/min-35950.html	
gcmin:neotocite	Neotocite	<https://www.mindat.org/1:1:2879:6>	09.ED.20	Redefined: Pardee J T, Larsen E S, Steiger G (1921) Bementite and neotocite from western Washington, with conclusions as to the identity of bementite and caryopilite, Journal of the Washington Academy of Sciences 11, 25-32	Mn | Fe | Si | O | H		http://www.mindat.org/min-2879.html	
gcmin:nepheline	Nepheline	<https://www.mindat.org/1:1:2880:2>	09.FA.05	Haüy R J (1801) Népheline, Traité de minéralogie 3, 186-190 Chemical formula revised from NaAlSiO_4_: Hålenius U, Hatert F, Pasero M, Mills S J (2018) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 42. New minerals and nomenclature modifications approved in 2018. Mineralogical Magazine 82, 445-451	Na | K | Al | Si | O	hexagonal	http://www.mindat.org/min-2880.html	
gcmin:nepskoeite	Nepskoeite	<https://www.mindat.org/1:1:7189:1>	03.BD.20	Apollonov V N (1998) Nepskoeite Mg4Cl(OH)7·6H2O — a new mineral from the Nepskoye potash salt deposit, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 127, issue 1, 41-46 Jambor J L, Puziewicz J, Roberts A C (1999) New mineral names, American Mineralogist 84, 685-688	Mg | Cl | O | H	orthorhombic	http://www.mindat.org/min-7189.html	IMA1996-016
